src_team,src_image,win,team,slot_index,hero,kills,assists,deaths,damage,heal,mitig
red,red_2025-11-26_01-29-52.png,0,blue,3,lifeweaver,0,5,2,30,4627,218
red,red_2025-11-26_01-29-52.png,0,blue,4,ana,2,2,2,1698,2761,317
red,red_2025-11-26_01-29-52.png,1,red,0,dva,5,1,0,2782,0,3558
red,red_2025-11-26_01-29-52.png,1,red,1,ashe,5,0,2,2649,0,0
red,red_2025-11-26_01-29-52.png,1,red,2,reaper,6,0,2,2873,554,0
red,red_2025-11-26_01-29-52.png,1,red,3,ana,6,3,1,1669,3585,226
red,red_2025-11-26_01-29-52.png,1,red,4,illari,8,2,2,2951,1928,0
red,red_2025-11-26_01-30-32.png,0,blue,0,roadhog,6,0,2,3123,2499,370
red,red_2025-11-26_01-30-32.png,0,blue,1,ashe,11,1,5,6342,0,0
red,red_2025-11-26_01-30-32.png,0,blue,2,hanzo,6,1,0,5129,0,0
red,red_2025-11-26_01-30-32.png,0,blue,3,zenyatta,8,9,1,3801,4447,0
red,red_2025-11-26_01-30-32.png,0,blue,4,kiriko,2,6,4,1276,1853,0
red,red_2025-11-26_01-30-32.png,1,red,0,mauga,9,3,3,4991,0,1472
red,red_2025-11-26_01-30-32.png,1,red,1,reaper,0,0,3,3186,487,0
red,red_2025-11-26_01-30-32.png,1,red,2,widowmaker,7,0,5,4126,236,0
red,red_2025-11-26_01-30-32.png,1,red,3,ana,2,6,3,875,5186,0
red,red_2025-11-26_01-30-32.png,1,red,4,wuyang,4,3,3,2326,3316,180
red,red_2025-11-26_01-30-50.png,0,blue,0,doomfist,10,2,10,9663,509,5568
red,red_2025-11-26_01-30-50.png,0,blue,1,cassidy,7,1,5,7986,0,128
red,red_2025-11-26_01-30-50.png,0,blue,2,sojourn,16,0,7,9355,0,0
red,red_2025-11-26_01-30-50.png,0,blue,3,lifeweaver,3,7,3,590,7797,911
red,red_2025-11-26_01-30-50.png,0,blue,4,wuyang,6,2,6,4229,6738,465
red,red_2025-11-26_01-30-50.png,1,red,0,ramattra,16,3,3,9768,40,9437
red,red_2025-11-26_01-30-50.png,1,red,1,reaper,7,0,0,6150,1145,0
red,red_2025-11-26_01-30-50.png,1,red,2,sombra,14,0,0,6187,751,0
red,red_2025-11-26_01-30-50.png,1,red,3,kiriko,13,20,4,4518,10832,0
red,red_2025-11-26_01-30-50.png,1,red,4,ana,14,13,6,5310,6191,958
red,red_2025-11-26_01-30-57.png,0,blue,0,winston,7,2,8,8389,0,12561
red,red_2025-11-26_01-30-57.png,0,blue,1,widowmaker,16,2,11,4526,0,0
red,red_2025-11-26_01-30-57.png,0,blue,2,genji,18,0,0,8368,432,2097
red,red_2025-11-26_01-30-57.png,0,blue,3,ana,9,9,6,3040,5969,304
red,red_2025-11-26_01-30-57.png,0,blue,4,wuyang,10,0,0,3562,6937,125
red,red_2025-11-26_01-30-57.png,1,red,0,doomfist,22,1,7,10169,374,7756
red,red_2025-11-26_01-30-57.png,1,red,1,ashe,18,5,7,12069,0,0
red,red_2025-11-26_01-30-57.png,1,red,2,junkrat,16,0,10,6735,0,0
red,red_2025-11-26_01-30-57.png,1,red,3,ana,11,11,6,3963,6191,465
red,red_2025-11-26_01-30-57.png,1,red,4,kiriko,2,6,8,1289,3184,0
red,red_2025-11-26_01-31-06.png,0,blue,0,doomfist,7,1,9,7335,855,3475
red,red_2025-11-26_01-31-06.png,0,blue,1,tracer,14,0,5,6005,0,0
red,red_2025-11-26_01-31-06.png,0,blue,2,ashe,10,2,0,6209,0,0
red,red_2025-11-26_01-31-06.png,0,blue,3,brigitte,5,10,7,2818,6562,1044
red,red_2025-11-26_01-31-06.png,0,blue,4,wuyang,13,1,8,5055,4378,205
red,red_2025-11-26_01-31-06.png,1,red,0,doomfist,26,5,5,9598,408,3323
red,red_2025-11-26_01-31-06.png,1,red,1,sombra,15,9,5,4995,346,0
red,red_2025-11-26_01-31-06.png,1,red,2,freja,21,3,6,6644,73,111
red,red_2025-11-26_01-31-06.png,1,red,3,lucio,18,11,3,4870,6083,294
red,red_2025-11-26_01-31-06.png,1,red,4,wuyang,8,5,7,3127,1417,40
red,red_2025-11-26_01-31-14.png,0,blue,0,doomfist,5,2,6,4535,213,3603
red,red_2025-11-26_01-31-14.png,0,blue,1,widowmaker,15,0,5,5578,0,0
red,red_2025-11-26_01-31-14.png,0,blue,2,cassidy,7,0,4,6629,0,40
red,red_2025-11-26_01-31-14.png,0,blue,3,wuyang,6,0,3,2784,3803,548
red,red_2025-11-26_01-31-14.png,0,blue,4,kiriko,2,10,7,1493,5619,0
red,red_2025-11-26_01-31-14.png,1,red,0,ramattra,18,1,1,7824,173,3968
red,red_2025-11-26_01-31-14.png,1,red,1,freja,11,1,11,5316,0,0
red,red_2025-11-26_01-31-14.png,1,red,2,sojourn,10,0,9,5648,0,0
red,red_2025-11-26_01-31-14.png,1,red,3,kiriko,7,12,2,2288,5194,0
red,red_2025-11-26_01-31-14.png,1,red,4,ana,6,5,2,2937,4624,261
red,red_2025-11-26_01-31-22.png,0,blue,0,sigma,7,4,7,6942,0,6175
red,red_2025-11-26_01-31-22.png,0,blue,1,ashe,8,0,0,6095,0,0
red,red_2025-11-26_01-31-22.png,0,blue,2,hanzo,13,3,5,5181,0,0
red,red_2025-11-26_01-31-22.png,0,blue,3,kiriko,13,10,3,4937,9217,0
red,red_2025-11-26_01-31-22.png,0,blue,4,ana,4,8,6,3220,6287,111
red,red_2025-11-26_01-31-22.png,1,red,0,doomfist,21,0,3,10816,298,4400
red,red_2025-11-26_01-31-22.png,1,red,1,ashe,7,5,4,8108,0,0
red,red_2025-11-26_01-31-22.png,1,red,2,sombra,6,1,11,2606,159,0
red,red_2025-11-26_01-31-22.png,1,red,3,baptiste,12,6,2,4964,5627,120
red,red_2025-11-26_01-31-22.png,1,red,4,kiriko,8,8,3,2844,6573,0
red,red_2025-11-26_01-32-11.png,0,blue,0,wrecking_ball,7,2,6,6523,0,4424
red,red_2025-11-26_01-32-11.png,0,blue,1,tracer,7,0,5,4613,0,0
red,red_2025-11-26_01-32-11.png,0,blue,2,ashe,12,4,0,9558,0,170
red,red_2025-11-26_01-32-11.png,0,blue,3,ana,6,7,0,2082,5661,296
red,red_2025-11-26_01-32-11.png,0,blue,4,brigitte,4,5,10,2879,6296,2196
red,red_2025-11-26_01-32-11.png,1,red,0,roadhog,24,3,3,12000,5395,893
red,red_2025-11-26_01-32-11.png,1,red,1,sombra,14,4,3,4401,902,0
red,red_2025-11-26_01-32-11.png,1,red,2,ashe,21,3,2,10433,0,0
red,red_2025-11-26_01-32-11.png,1,red,3,moira,16,11,4,3532,6364,0
red,red_2025-11-26_01-32-11.png,1,red,4,ana,14,0,5,4860,4729,302
red,red_2025-11-26_01-32-21.png,0,blue,0,zarya,7,4,7,11614,0,6588
red,red_2025-11-26_01-32-21.png,0,blue,1,tracer,10,1,7,4151,0,0
red,red_2025-11-26_01-32-21.png,0,blue,2,sombra,18,6,7,10820,0,0
red,red_2025-11-26_01-32-21.png,0,blue,3,ana,5,16,8,2281,6602,268
red,red_2025-11-26_01-32-21.png,0,blue,4,wuyang,9,2,10,5887,7932,344
red,red_2025-11-26_01-32-21.png,1,red,0,sigma,14,5,6,6962,0,13272
red,red_2025-11-26_01-32-21.png,1,red,1,soldier,28,4,6,10294,1373,0
red,red_2025-11-26_01-32-21.png,1,red,2,junkrat,8,0,7,4552,0,0
red,red_2025-11-26_01-32-21.png,1,red,3,zenyatta,14,23,6,3580,7980,0
red,red_2025-11-26_01-32-21.png,1,red,4,illari,17,11,2,5590,10887,0
red,red_2025-11-26_01-32-26.png,0,blue,0,doomfist,6,1,5,4795,643,4448
red,red_2025-11-26_01-32-26.png,0,blue,1,ashe,5,0,6,4212,0,19
red,red_2025-11-26_01-32-26.png,0,blue,2,junkrat,5,1,4,4110,0,0
red,red_2025-11-26_01-32-26.png,0,blue,3,zenyatta,0,6,4,3205,4103,0
red,red_2025-11-26_01-32-26.png,0,blue,4,kiriko,3,4,4,1797,7480,0
red,red_2025-11-26_01-32-26.png,1,red,0,zarya,16,8,1,8767,0,5005
red,red_2025-11-26_01-32-26.png,1,red,1,sombra,14,6,3,4510,54,0
red,red_2025-11-26_01-32-26.png,1,red,2,cassidy,15,3,3,5470,0,114
red,red_2025-11-26_01-32-26.png,1,red,3,juno,5,5,1,965,8300,0
red,red_2025-11-26_01-32-26.png,1,red,4,moira,6,10,3,2756,3786,0
red,red_2025-11-26_01-32-32.png,0,blue,0,reinhardt,7,1,7,6207,0,10485
red,red_2025-11-26_01-32-32.png,0,blue,1,sombra,10,4,6,5415,219,0
red,red_2025-11-26_01-32-32.png,0,blue,2,hanzo,9,3,8,8243,221,0
red,red_2025-11-26_01-32-32.png,0,blue,3,ana,2,5,5,2895,5607,488
red,red_2025-11-26_01-32-32.png,0,blue,4,illari,3,1,8,4910,2044,0
red,red_2025-11-26_01-32-32.png,1,red,0,roadhog,21,1,2,7443,3711,322
red,red_2025-11-26_01-32-32.png,1,red,1,hanzo,21,5,3,7069,0,0
red,red_2025-11-26_01-32-32.png,1,red,2,mei,14,1,4,7018,758,3689
red,red_2025-11-26_01-32-32.png,1,red,3,ana,7,15,4,1939,7659,587
red,red_2025-11-26_01-32-32.png,1,red,4,kiriko,4,16,5,1394,5890,0
red,red_2025-11-26_01-32-45.png,0,blue,0,reinhardt,21,3,5,8468,0,15517
red,red_2025-11-26_01-32-45.png,0,blue,1,sombra,7,5,10,6634,532,0
red,red_2025-11-26_01-32-45.png,0,blue,2,soldier,22,0,0,11299,1236,0
red,red_2025-11-26_01-32-45.png,0,blue,3,ana,0,10,7,2574,6706,121
red,red_2025-11-26_01-32-45.png,0,blue,4,wuyang,8,7,0,3945,7837,137
red,red_2025-11-26_01-32-45.png,1,red,0,dva,26,7,6,12625,1074,9798
red,red_2025-11-26_01-32-45.png,1,red,1,hanzo,11,5,6,7165,238,0
red,red_2025-11-26_01-32-45.png,1,red,2,tracer,19,0,10,6727,96,0
red,red_2025-11-26_01-32-45.png,1,red,3,ana,12,8,10,6607,5728,159
red,red_2025-11-26_01-32-45.png,1,red,4,mercy,0,22,7,217,6343,0
red,red_2025-11-26_01-32-56.png,0,blue,0,reinhardt,7,5,10,12138,0,21204
red,red_2025-11-26_01-32-56.png,0,blue,1,tracer,12,0,12,7427,0,0
red,red_2025-11-26_01-32-56.png,0,blue,2,cassidy,30,2,0,15016,0,192
red,red_2025-11-26_01-32-56.png,0,blue,3,ana,15,18,5,5841,10675,1217
red,red_2025-11-26_01-32-56.png,0,blue,4,wuyang,19,9,7,8457,12842,623
red,red_2025-11-26_01-32-56.png,1,red,0,reinhardt,22,0,12,15577,0,7214
red,red_2025-11-26_01-32-56.png,1,red,1,cassidy,24,5,8,11049,385,248
red,red_2025-11-26_01-32-56.png,1,red,2,mei,16,3,0,7759,1073,5769
red,red_2025-11-26_01-32-56.png,1,red,3,lifeweaver,19,18,4,5710,12647,444
red,red_2025-11-26_01-32-56.png,1,red,4,ana,14,17,7,5415,12619,1994
red,red_2025-11-26_02-26-34.png,0,blue,0,ramattra,11,3,7,10100,414,2603
red,red_2025-11-26_02-26-34.png,0,blue,1,sojourn,5,0,10,4020,0,0
red,red_2025-11-26_02-26-34.png,0,blue,2,genji,7,0,0,6208,31,192
red,red_2025-11-26_02-26-34.png,0,blue,3,kiriko,2,9,7,2601,7912,0
red,red_2025-11-26_02-26-34.png,0,blue,4,moira,10,8,7,5282,8313,0
red,red_2025-11-26_02-26-34.png,1,red,0,winston,27,8,1,10161,1708,11755
red,red_2025-11-26_02-26-34.png,1,red,1,venture,23,3,1,8450,0,1895
red,red_2025-11-26_02-26-34.png,1,red,2,tracer,14,0,5,4627,0,0
red,red_2025-11-26_02-26-34.png,1,red,3,kiriko,15,18,4,5036,8030,0
red,red_2025-11-26_02-26-34.png,1,red,4,brigitte,14,21,4,5117,7459,2053
red,red_2025-11-26_02-48-36.png,0,blue,0,winston,10,3,6,6539,19,8408
red,red_2025-11-26_02-48-36.png,0,blue,1,cassidy,7,0,7,5141,133,646
red,red_2025-11-26_02-48-36.png,0,blue,2,genji,6,0,0,4333,0,1311
red,red_2025-11-26_02-48-36.png,0,blue,3,ana,3,9,6,1384,7374,974
red,red_2025-11-26_02-48-36.png,0,blue,4,kiriko,3,3,8,2589,4895,0
red,red_2025-11-26_02-48-36.png,1,red,0,ramattra,25,0,2,9290,429,6482
red,red_2025-11-26_02-48-36.png,1,red,1,freja,18,0,4,6144,54,0
red,red_2025-11-26_02-48-36.png,1,red,2,genji,24,0,6,5552,91,1220
red,red_2025-11-26_02-48-36.png,1,red,3,ana,10,10,3,5469,4105,234
red,red_2025-11-26_02-48-36.png,1,red,4,kiriko,5,13,2,2172,5062,0
red,red_2025-11-26_02-48-55.png,0,blue,0,winston,21,6,9,14772,0,19312
red,red_2025-11-26_02-48-55.png,0,blue,1,genji,20,0,15,12179,281,4293
red,red_2025-11-26_02-48-55.png,0,blue,2,cassidy,10,1,7,12592,0,381
red,red_2025-11-26_02-48-55.png,0,blue,3,ana,11,11,7,6463,13164,1009
red,red_2025-11-26_02-48-55.png,0,blue,4,kiriko,10,17,7,6574,15513,0
red,red_2025-11-26_02-48-55.png,1,red,0,dva,41,13,6,18779,530,11336
red,red_2025-11-26_02-48-55.png,1,red,1,ashe,29,6,7,18405,0,0
red,red_2025-11-26_02-48-55.png,1,red,2,soldier,21,1,12,10209,1803,76
red,red_2025-11-26_02-48-55.png,1,red,3,kiriko,11,16,6,4135,12100,600
red,red_2025-11-26_02-48-55.png,1,red,4,ana,17,27,5,5391,17655,1048
red,red_2025-11-26_02-49-36.png,0,blue,0,ramattra,21,2,11,13959,275,22975
red,red_2025-11-26_02-49-36.png,0,blue,1,ashe,24,5,14,15650,0,120
red,red_2025-11-26_02-49-36.png,0,blue,2,genji,28,1,11,12854,0,3085
red,red_2025-11-26_02-49-36.png,0,blue,3,kiriko,18,20,0,9273,15352,321
red,red_2025-11-26_02-49-36.png,0,blue,4,ana,12,15,0,5911,13661,1061
red,red_2025-11-26_02-49-36.png,1,red,0,orisa,38,3,9,21544,1496,29670
red,red_2025-11-26_02-49-36.png,1,red,1,ashe,27,6,13,12211,414,578
red,red_2025-11-26_02-49-36.png,1,red,2,hanzo,25,7,8,13445,504,281
red,red_2025-11-26_02-49-36.png,1,red,3,ana,20,29,8,6165,16262,1364
red,red_2025-11-26_02-49-36.png,1,red,4,kiriko,18,28,12,4588,14025,538
red,red_2025-11-26_02-50-07.png,0,blue,0,roadhog,16,2,10,9998,4563,7941
red,red_2025-11-26_02-50-07.png,0,blue,1,venture,14,1,15,11300,190,1591
red,red_2025-11-26_02-50-07.png,0,blue,2,cassidy,10,2,12,9921,216,275
red,red_2025-11-26_02-50-07.png,0,blue,3,moira,15,10,9,5129,18330,498
red,red_2025-11-26_02-50-07.png,0,blue,4,kiriko,0,13,12,3907,12617,0
red,red_2025-11-26_02-50-07.png,1,red,0,ramattra,38,0,3,25122,723,11802
red,red_2025-11-26_02-50-07.png,1,red,1,echo,26,1,6,12424,0,234
red,red_2025-11-26_02-50-07.png,1,red,2,ashe,35,0,7,17034,0,0
red,red_2025-11-26_02-50-07.png,1,red,3,kiriko,16,25,7,6991,8241,0
red,red_2025-11-26_02-50-07.png,1,red,4,lifeweaver,9,33,6,2311,14818,491
red,red_2025-11-26_02-50-14.png,0,blue,0,dva,8,2,5,7924,809,13331
red,red_2025-11-26_02-50-14.png,0,blue,1,reaper,9,0,12,6749,453,48
red,red_2025-11-26_02-50-14.png,0,blue,2,venture,7,2,0,6536,651,719
red,red_2025-11-26_02-50-14.png,0,blue,3,brigitte,7,10,9,3020,1716,3557
red,red_2025-11-26_02-50-14.png,0,blue,4,ana,4,8,7,4056,8009,0
red,red_2025-11-26_02-50-14.png,1,red,0,doomfist,33,2,5,10458,327,6886
red,red_2025-11-26_02-50-14.png,1,red,1,ashe,19,1,4,9895,0,0
red,red_2025-11-26_02-50-14.png,1,red,2,reaper,23,2,3,7762,1721,534
red,red_2025-11-26_02-50-14.png,1,red,3,kiriko,9,19,5,3997,5664,0
red,red_2025-11-26_02-50-14.png,1,red,4,lifeweaver,9,22,1,5010,8018,438
red,red_2025-11-26_02-50-20.png,0,blue,0,sigma,19,5,11,12414,268,10840
red,red_2025-11-26_02-50-20.png,0,blue,1,reaper,15,1,14,8939,2007,1237
red,red_2025-11-26_02-50-20.png,0,blue,2,cassidy,32,2,14,17578,0,426
red,red_2025-11-26_02-50-20.png,0,blue,3,lucio,12,14,9,5657,14375,2262
red,red_2025-11-26_02-50-20.png,0,blue,4,kiriko,14,19,0,5217,13126,0
red,red_2025-11-26_02-50-20.png,1,red,0,hazard,40,5,5,18375,589,19181
red,red_2025-11-26_02-50-20.png,1,red,1,venture,28,7,0,13470,0,2807
red,red_2025-11-26_02-50-20.png,1,red,2,hanzo,39,2,13,16954,0,0
red,red_2025-11-26_02-50-20.png,1,red,3,mercy,8,30,13,1259,11426,0
red,red_2025-11-26_02-50-20.png,1,red,4,ana,17,23,7,5980,13038,461
red,red_2025-11-26_02-50-38.png,0,blue,0,reinhardt,4,0,6,2417,0,4613
red,red_2025-11-26_02-50-38.png,0,blue,1,torbjorn,5,0,8,3418,90,272
red,red_2025-11-26_02-50-38.png,0,blue,2,soldier,6,1,7,5959,581,406
red,red_2025-11-26_02-50-38.png,0,blue,3,kiriko,0,5,6,2150,3414,349
red,red_2025-11-26_02-50-38.png,0,blue,4,lucio,1,3,4,2110,4507,699
red,red_2025-11-26_02-50-38.png,1,red,0,dva,23,11,2,5093,0,8100
red,red_2025-11-26_02-50-38.png,1,red,1,tracer,23,0,2,6703,0,0
red,red_2025-11-26_02-50-38.png,1,red,2,sojourn,19,0,2,7126,0,83
red,red_2025-11-26_02-50-38.png,1,red,3,mercy,4,15,0,396,5500,0
red,red_2025-11-26_02-50-38.png,1,red,4,ana,6,18,1,2852,4360,150
red,red_2025-11-26_02-51-11.png,0,blue,0,ramattra,33,5,9,15711,462,18564
red,red_2025-11-26_02-51-11.png,0,blue,1,sombra,18,5,14,7309,95,27
red,red_2025-11-26_02-51-11.png,0,blue,2,junkrat,22,0,15,11915,19,573
red,red_2025-11-26_02-51-11.png,0,blue,3,wuyang,25,5,7,11627,7731,1167
red,red_2025-11-26_02-51-11.png,0,blue,4,baptiste,22,19,0,6445,11122,2983
red,red_2025-11-26_02-51-11.png,1,red,0,reinhardt,29,7,12,12783,0,16448
red,red_2025-11-26_02-51-11.png,1,red,1,cassidy,24,3,10,10332,138,81
red,red_2025-11-26_02-51-11.png,1,red,2,bastion,29,2,7,12813,782,1387
red,red_2025-11-26_02-51-11.png,1,red,3,baptiste,20,26,7,3248,17333,855
red,red_2025-11-26_02-51-11.png,1,red,4,wuyang,20,10,6,7157,13373,1079
red,red_2025-11-26_02-51-25.png,0,blue,0,winston,10,2,5,8008,559,13281
red,red_2025-11-26_02-51-25.png,0,blue,1,cassidy,6,0,7,6129,0,150
red,red_2025-11-26_02-51-25.png,0,blue,2,genji,4,1,11,4162,141,567
red,red_2025-11-26_02-51-25.png,0,blue,3,ana,2,6,7,2843,5314,652
red,red_2025-11-26_02-51-25.png,0,blue,4,lucio,4,3,8,2261,4567,801
red,red_2025-11-26_02-51-25.png,1,red,0,dva,19,7,3,5602,0,8314
red,red_2025-11-26_02-51-25.png,1,red,1,cassidy,20,0,3,7464,0,30
red,red_2025-11-26_02-51-25.png,1,red,2,symmetra,25,6,3,7288,222,899
red,red_2025-11-26_02-51-25.png,1,red,3,moira,19,13,2,4410,7818,0
red,red_2025-11-26_02-51-25.png,1,red,4,ana,11,17,2,3542,6424,355
red,red_2025-11-26_02-51-31.png,0,blue,0,junker_queen,20,6,11,15302,4371,5760
red,red_2025-11-26_02-51-31.png,0,blue,1,freja,14,0,10,11939,211,0
red,red_2025-11-26_02-51-31.png,0,blue,2,ashe,15,1,10,11525,0,92
red,red_2025-11-26_02-51-31.png,0,blue,3,kiriko,13,15,11,5619,6477,0
red,red_2025-11-26_02-51-31.png,0,blue,4,ana,11,11,11,4125,8164,2423
red,red_2025-11-26_02-51-31.png,1,red,0,ramattra,31,2,5,14633,324,16532
red,red_2025-11-26_02-51-31.png,1,red,1,cassidy,33,3,8,13001,706,196
red,red_2025-11-26_02-51-31.png,1,red,2,genji,21,0,10,10491,89,1374
red,red_2025-11-26_02-51-31.png,1,red,3,ana,19,27,4,4295,15017,1878
red,red_2025-11-26_02-51-31.png,1,red,4,kiriko,13,29,7,3502,13903,0
red,red_2025-11-26_02-54-02.png,0,blue,0,dva,16,8,4,6517,1085,12440
red,red_2025-11-26_02-54-02.png,0,blue,1,mei,12,2,0,6291,1968,3447
red,red_2025-11-26_02-54-02.png,0,blue,2,soldier,12,2,10,7749,1039,227
red,red_2025-11-26_02-54-02.png,0,blue,3,kiriko,5,10,4,4899,7904,0
red,red_2025-11-26_02-54-02.png,0,blue,4,lucio,8,5,5,3054,7668,1586
red,red_2025-11-26_02-54-02.png,1,red,0,ramattra,20,3,4,12438,481,12993
red,red_2025-11-26_02-54-02.png,1,red,1,cassidy,13,2,5,9204,0,238
red,red_2025-11-26_02-54-02.png,1,red,2,sojourn,19,0,4,8927,0,0
red,red_2025-11-26_02-54-02.png,1,red,3,kiriko,12,13,4,5427,7270,0
red,red_2025-11-26_02-54-02.png,1,red,4,ana,7,15,5,2975,7842,7
red,red_2025-11-26_02-54-09.png,0,blue,0,dva,32,15,8,13307,1097,27863
red,red_2025-11-26_02-54-09.png,0,blue,1,hanzo,30,5,15,18208,202,0
red,red_2025-11-26_02-54-09.png,0,blue,2,genji,23,0,20,15763,217,2389
red,red_2025-11-26_02-54-09.png,0,blue,3,ana,0,23,8,8870,16908,701
red,red_2025-11-26_02-54-09.png,0,blue,4,wuyang,15,8,11,6878,18682,539
red,red_2025-11-26_02-54-09.png,1,red,0,dva,30,14,12,14713,1439,29952
red,red_2025-11-26_02-54-09.png,1,red,1,ashe,22,5,12,16916,122,2449
red,red_2025-11-26_02-54-09.png,1,red,2,genji,33,0,11,19136,317,3839
red,red_2025-11-26_02-54-09.png,1,red,3,ana,13,18,14,6061,14564,556
red,red_2025-11-26_02-54-09.png,1,red,4,zenyatta,7,23,12,10234,13757,172
red,red_2025-11-26_02-54-16.png,0,blue,0,dva,24,4,7,13522,409,22284
red,red_2025-11-26_02-54-16.png,0,blue,1,genji,22,2,14,12508,667,1380
red,red_2025-11-26_02-54-16.png,0,blue,2,ashe,22,5,12,13691,0,338
red,red_2025-11-26_02-54-16.png,0,blue,3,ana,11,16,8,5136,17251,1755
red,red_2025-11-26_02-54-16.png,0,blue,4,wuyang,16,6,7,6532,15485,703
red,red_2025-11-26_02-54-16.png,1,red,0,zarya,24,3,0,18325,116,18852
red,red_2025-11-26_02-54-16.png,1,red,1,widowmaker,21,3,9,10193,0,0
red,red_2025-11-26_02-54-16.png,1,red,2,soldier,23,2,9,17302,1995,1196
red,red_2025-11-26_02-54-16.png,1,red,3,baptiste,12,15,0,5910,13114,408
red,red_2025-11-26_02-54-16.png,1,red,4,ana,20,13,0,8041,13742,403
red,red_2025-11-26_02-54-22.png,0,blue,0,reinhardt,11,2,12,10354,0,15465
red,red_2025-11-26_02-54-22.png,0,blue,1,venture,20,1,14,9268,86,2998
red,red_2025-11-26_02-54-22.png,0,blue,2,sojourn,22,0,18,9516,0,0
red,red_2025-11-26_02-54-22.png,0,blue,3,ana,16,9,11,7827,10240,578
red,red_2025-11-26_02-54-22.png,0,blue,4,kiriko,0,15,11,2948,12452,563
red,red_2025-11-26_02-54-22.png,1,red,0,reinhardt,27,0,7,18021,0,8263
red,red_2025-11-26_02-54-22.png,1,red,1,soldier,40,0,7,12795,1572,0
red,red_2025-11-26_02-54-22.png,1,red,2,genji,32,0,11,9695,0,2191
red,red_2025-11-26_02-54-22.png,1,red,3,ana,10,19,8,2521,8990,525
red,red_2025-11-26_02-54-22.png,1,red,4,wuyang,23,15,7,9535,8628,301
red,red_2025-11-26_02-54-37.png,0,blue,0,reinhardt,16,1,11,12552,421,22061
red,red_2025-11-26_02-54-37.png,0,blue,1,genji,28,0,8,12555,439,2765
red,red_2025-11-26_02-54-37.png,0,blue,2,tracer,21,1,13,10230,119,188
red,red_2025-11-26_02-54-37.png,0,blue,3,moira,18,13,13,8112,11976,0
red,red_2025-11-26_02-54-37.png,0,blue,4,ana,0,7,9,7302,11385,597
red,red_2025-11-26_02-54-37.png,1,red,0,orisa,32,3,8,16993,938,7088
red,red_2025-11-26_02-54-37.png,1,red,1,cassidy,23,0,10,11716,0,160
red,red_2025-11-26_02-54-37.png,1,red,2,sombra,27,7,5,9678,1559,0
red,red_2025-11-26_02-54-37.png,1,red,3,brigitte,25,28,0,6868,12442,4461
red,red_2025-11-26_02-54-37.png,1,red,4,ana,7,22,0,3636,11082,64
red,red_2025-11-26_02-54-51.png,0,blue,0,wrecking_ball,0,6,5,5154,843,5456
red,red_2025-11-26_02-54-51.png,0,blue,1,venture,7,1,8,5818,0,996
red,red_2025-11-26_02-54-51.png,0,blue,2,hanzo,7,1,10,3775,370,0
red,red_2025-11-26_02-54-51.png,0,blue,3,kiriko,1,3,4,808,2354,0
red,red_2025-11-26_02-54-51.png,0,blue,4,moira,10,2,12,5281,3470,0
red,red_2025-11-26_02-54-51.png,1,red,0,winston,24,3,3,6738,569,8028
red,red_2025-11-26_02-54-51.png,1,red,1,cassidy,27,3,5,11742,0,280
red,red_2025-11-26_02-54-51.png,1,red,2,sojourn,19,0,4,9521,0,0
red,red_2025-11-26_02-54-51.png,1,red,3,kiriko,14,20,3,4557,6691,0
red,red_2025-11-26_02-54-51.png,1,red,4,ana,8,16,3,3998,6139,689
red,red_2025-11-26_02-55-00.png,0,blue,0,doomfist,21,0,8,10150,470,7386
red,red_2025-11-26_02-55-00.png,0,blue,1,sojourn,13,1,11,8090,0,127
red,red_2025-11-26_02-55-00.png,0,blue,2,tracer,14,0,5,6275,0,0
red,red_2025-11-26_02-55-00.png,0,blue,3,kiriko,7,12,4,8271,7634,0
red,red_2025-11-26_02-55-00.png,0,blue,4,ana,12,13,7,5499,7979,1018
red,red_2025-11-26_02-55-00.png,1,red,0,dva,22,8,4,8261,0,12865
red,red_2025-11-26_02-55-00.png,1,red,1,genji,22,1,9,9773,77,1247
red,red_2025-11-26_02-55-00.png,1,red,2,cassidy,21,4,8,8126,0,124
red,red_2025-11-26_02-55-00.png,1,red,3,kiriko,8,16,6,5082,8677,0
red,red_2025-11-26_02-55-00.png,1,red,4,ana,10,16,6,5358,10415,1167
red,red_2025-11-26_02-55-25.png,0,blue,0,dva,8,4,4,6595,0,12020
red,red_2025-11-26_02-55-25.png,0,blue,1,hanzo,9,1,8,7214,270,0
red,red_2025-11-26_02-55-25.png,0,blue,2,genji,6,0,0,5129,50,701
red,red_2025-11-26_02-55-25.png,0,blue,3,ana,4,8,4,2446,8062,384
red,red_2025-11-26_02-55-25.png,0,blue,4,brigitte,10,11,6,1896,8377,4034
red,red_2025-11-26_02-55-25.png,1,red,0,orisa,24,0,3,9726,0,6788
red,red_2025-11-26_02-55-25.png,1,red,1,genji,11,0,5,5314,359,1650
red,red_2025-11-26_02-55-25.png,1,red,2,cassidy,22,1,3,11749,0,176
red,red_2025-11-26_02-55-25.png,1,red,3,ana,5,16,2,2048,7088,1263
red,red_2025-11-26_02-55-25.png,1,red,4,juno,7,14,2,2101,6917,0
red,red_2025-11-26_02-55-43.png,0,blue,0,orisa,20,5,12,13071,297,8690
red,red_2025-11-26_02-55-43.png,0,blue,1,genji,14,0,12,7799,50,1706
red,red_2025-11-26_02-55-43.png,0,blue,2,cassidy,0,3,13,11339,0,193
